Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
Caucasian (European),57,Yes,Female,Right,Other source,United States,3.1,1.9,3.2,4.1,2.8
Caucasian (European),57,Yes,Male,Left,Other source,Canada,2.5,2.6,3.7,2.6,2.7
Caucasian (European),57,No,Male,Right,Other source,Denmark,4.2,3.2,4.1,2.4,4.7
Caucasian (European),57,Yes,Male,Right,Other source,United States,2.7,3.1,2.6,3.8,3.9
Caucasian (European),57,Yes,Female,Both,From Google,United States,3.2,2.3,4.5,3.7,4.6
Caucasian (European),57,Yes,Female,Left,From Google,Canada,3.6,1.4,4.6,3.9,4.8
Caucasian (European),57,Yes,Female,Left,From Google,United States,4.9,4,4.4,2.2,5
Caucasian (European),57,No,Female,Right,From Google,Norway,4.1,1.9,4.7,4.1,4.4
Caucasian (European),57,Yes,Female,Right,From Google,Australia,4.5,2.4,4.4,2.8,5
Caucasian (European),57,Yes,Female,Right,From Google,Ireland,3.8,2.7,4.4,2.8,2.1
Caucasian (European),57,Yes,Female,Right,From Google,United States,2.9,2.8,4.2,3.6,4.7
Caucasian (European),57,Yes,Male,Right,From Google,Thailand,2.8,3.4,4,3.8,4.6
Caucasian (European),57,Yes,Male,Right,From Google,Zimbabwe,2.4,2.2,4,2.5,4.3
Caucasian (European),57,Yes,Female,Left,From another page on the test website,New Zealand,1.9,2,4.5,4.5,4.7
Caucasian (European),57,Yes,Female,Left,From another page on the test website,United States,4.6,3.9,4.9,2.5,4.1
Caucasian (European),57,Yes,Female,Left,From another page on the test website,United States,2.7,2.8,4.5,4,3.8
Caucasian (European),57,No,Female,Right,From another page on the test website,Serbia,3.8,2.8,4.5,2.3,4.4
Caucasian (European),57,Yes,Female,Right,From another page on the test website,Australia,3.8,4.3,4.2,2.9,4.3
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United Kingdom,3.5,2.2,4.9,3.6,4
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United Kingdom,2.9,3.8,4.4,3.9,3.9
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United Kingdom,4.6,2.2,4.5,3.9,4.8
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,3.6,3.3,4.2,3.2,3.7
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,2.3,3.7,3.8,3.3,3.8
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,3.1,1.7,4.8,3.3,4
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,3.2,3.6,4.4,3.8,4.3
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,3.2,2.1,4.9,4.2,4.8
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,2.7,3.4,4.2,2.8,4.5
Caucasian (European),57,Yes,Female,Right,From another page on the test website,United States,2.5,2.4,1.7,4.8,4.6
Caucasian (European),57,Yes,Male,Left,From another page on the test website,United States,5,2.4,4.9,4.5,3.8
Caucasian (European),57,No,Male,Right,From another page on the test website,Canada,4.8,1.4,3.3,4.9,4.8
Caucasian (European),57,No,Male,Right,From another page on the test website,Italy,2.9,3.8,2.7,3.1,4.1
Caucasian (European),57,No,Male,Right,From another page on the test website,Norway,2.6,2.5,3.2,3.2,4.8
Caucasian (European),57,Yes,Male,Right,From another page on the test website,Australia,4.8,2.5,4.2,5,5
Caucasian (European),57,Yes,Male,Right,From another page on the test website,Australia,2.1,3,2.7,2.9,3.7
Caucasian (European),57,Yes,Male,Right,From another page on the test website,Canada,1.2,1.1,3.7,4.6,4.7
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United Kingdom,2.8,4.4,3.4,4.1,3.2
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,2.6,2.4,4.3,2.5,3.9
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,4,2.2,4.9,4.1,4.5
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,4.5,3.4,3.8,3.6,2.8
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,4,3.2,4.1,4,3.6
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,2.8,1.5,3.3,2.8,2.9
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,1.9,1.8,3.8,4.5,2.8
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,3.2,2.3,4.2,4,3.1
Caucasian (European),57,Yes,Male,Right,From another page on the test website,United States,3.3,2.5,4.1,3.1,4
Caucasian (Indian),57,No,Female,Right,From Facebook,Malaysia,2.4,2.7,4.9,4.6,2.7
Caucasian (Indian),57,No,Male,Right,From another page on the test website,United Kingdom,1.8,3.5,3.5,3.6,4.6
Caucasian (Middle East),57,No,Female,Right,From Google,Canada,4.5,4.2,3.3,3.4,4.3
Caucasian (Middle East),57,Yes,Female,Right,From Google,United Kingdom,2.8,2.4,4.2,2.4,4.5
"Caucasian (North African, Other)",57,Yes,Female,Right,From another page on the test website,United States,3.7,1.7,2.7,3.9,2.4
Native American,57,Yes,Male,Right,Other source,United States,4,1.8,4.9,4.5,4.1
Native American,57,Yes,Female,Right,From another page on the test website,United States,3.4,3.8,4.6,4.6,3.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",57,Yes,Female,Right,From Google,Malaysia,2.7,1.7,2.7,3.7,4.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",57,No,Female,Right,From another page on the test website,Philippines,3.7,3.7,3.6,4.2,3.8
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",57,No,Male,Right,From another page on the test website,United States,2.4,2.3,3.6,4.3,3.5
Other,57,Yes,Female,Right,Other source,United States,3.2,1.9,4.4,4.4,3.2
Other,57,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,1.3,3.3,4.5,4.8,2.7
Other,57,Yes,Female,Both,From Google,Australia,3,1.9,5,4.6,4
Other,57,Yes,Female,Both,From another page on the test website,United States,3,1,4.2,4.2,4.6
Other,57,Yes,Female,Right,From another page on the test website,United States,3.7,3.5,3.3,3.4,3.4
Other,57,Yes,Female,Right,From another page on the test website,United States,4.1,2.2,4.7,4.3,4
Mixed Race,58,No,Female,Right,From Google,Mexico,3.3,2.4,3.3,3.4,4.2
Mixed Race,58,Yes,Male,Right,From another page on the test website,Australia,1.9,3,3.7,3.8,3.5
Caucasian (European),58,Yes,Female,Right,Other source,United States,2,1,4.1,5,5
Caucasian (European),58,Yes,Female,Right,Other source,United States,2.5,3.1,4.1,3.2,3.4
Caucasian (European),58,Yes,Female,Right,Other source,United States,3.9,2.1,4.3,3.7,4
Caucasian (European),58,Yes,Male,Right,Other source,United Kingdom,3.8,1.4,4.8,4.5,3.5
Caucasian (European),58,Yes,Male,Right,Other source,United States,2.1,2.9,3.6,3.7,2.9
Caucasian (European),58,No,Female,Right,From Google,Finland,4.2,3.6,3.5,2.1,4.6
Caucasian (European),58,Yes,Female,Right,From Google,Australia,3.6,2,3.9,3.3,3.4
Caucasian (European),58,Yes,Female,Right,From Google,Australia,5,1.3,4.6,4.8,4.6
Caucasian (European),58,Yes,Female,Right,From Google,United States,4,2.8,4.8,3.6,4
Caucasian (European),58,Yes,Male,Right,From Google,United States,1.5,1.5,3.3,3.9,4.3
Caucasian (European),58,Yes,Female,Left,From another page on the test website,Canada,3.7,2.4,4.6,3.7,4.4
Caucasian (European),58,No,Female,Right,From another page on the test website,Czech Republic,3.4,2.5,4.8,4.4,3.9
Caucasian (European),58,No,Female,Right,From another page on the test website,Iceland,2.9,1.7,5,4.9,3.7
Caucasian (European),58,Yes,Female,Right,From another page on the test website,Australia,3.6,1.9,5,3.5,3.4
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United Kingdom,4,3.1,4.8,2.7,3.9
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United Kingdom,4.5,4.2,2.7,4.8,3.5
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.4,1.6,5,3.4,4.6
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.8,3.8,4.3,3.2,3.3
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.5,2,4.8,4.3,3.8
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,4.1,1.1,4.4,4.6,4.4
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,2.3,3.4,4.7,3.7,3.2
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.2,3.2,4.6,3.3,4.9
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.6,2.4,4.5,3.9,4.8
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,4.7,2.2,4.6,3.5,4.7
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,2.7,4.3,3.4,2.5,4.6
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,3.6,2.3,4.3,3.1,4
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,4.2,1.8,4.6,3.8,4.6
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,1,3.8,3.6,2.6,1.6
Caucasian (European),58,Yes,Female,Right,From another page on the test website,United States,1.9,2.1,3.6,4.2,4.3
Caucasian (European),58,Yes,Male,Both,From another page on the test website,United States,3.6,2.7,2.7,2.3,4.1
Caucasian (European),58,No,Male,Left,From another page on the test website,Malta,2.9,2.9,4.5,4.3,3.7
Caucasian (European),58,Yes,Male,Left,From another page on the test website,United Kingdom,2.8,3.6,3.7,2.9,4.3
Caucasian (European),58,Yes,Male,Left,From another page on the test website,United States,2.4,4.4,4.4,3.6,5
Caucasian (European),58,Yes,Male,Left,From another page on the test website,United States,3.5,3.2,4.1,3.1,3.9
Caucasian (European),58,No,Male,Right,From another page on the test website,Spain,2.5,3.2,3.8,3.8,3.2
Caucasian (European),58,No,Male,Right,From another page on the test website,Italy,3.3,2.5,4.4,4.5,3.9
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United Arab Emirates,3.6,2.9,3.8,3.7,4.4
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United Kingdom,3.4,3,2.2,3.4,4.7
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United Kingdom,3.4,4,3.5,2.9,4.3
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United Kingdom,2.4,2.3,3.5,3.7,3.3
Caucasian (European),58,Yes,Male,Right,From another page on the test website,Philippines,2.3,2.2,2.9,3,4.8
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,2.7,3.3,3.9,3.8,4.7
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,2.5,2.7,3.9,3.8,4.1
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,5,2.1,4.6,3.7,4.7
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,3.9,2.3,3.5,4,3.8
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,1.1,3.2,3.3,3,4.1
Caucasian (European),58,Yes,Male,Right,From another page on the test website,United States,2.9,2.6,3.7,4.8,3.4
Native American,58,Yes,Female,Right,From Google,United States,2,2.5,5,4,4.3
Native American,58,No,Female,Right,From another page on the test website,Belgium,4.6,2.1,4.3,3.7,4.7
Native American,58,Yes,Female,Right,From another page on the test website,United States,3.3,1.5,3.5,4.4,3.6
Native American,58,Yes,Male,Right,From another page on the test website,United States,4.3,1.3,4.8,2.9,4.4
Native American,58,Yes,Male,Right,From another page on the test website,United States,2.7,3.7,3.3,3.7,4.9
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",58,Yes,Female,Right,From another page on the test website,United States,2.7,1.7,3.3,2.8,3.5
Other,58,Yes,Female,Right,From Google,United States,4.6,2.3,4.5,4.7,3.9
Other,58,Yes,Male,Right,From Google,United States,4.9,1.6,5,4.9,4.5
Other,58,Yes,Female,Right,From another page on the test website,Canada,2.8,2.4,4.5,4.9,4.7
Other,58,Yes,Female,Right,From another page on the test website,United States,4.3,2.5,5,4.2,3.6
Mixed Race,59,Yes,Female,Right,From another page on the test website,United States,1.6,1,3.4,2.6,3.7
Mixed Race,59,Yes,Female,Right,From another page on the test website,United States,2.6,4,4.3,2.5,5
Mixed Race,59,Yes,Male,Left,From another page on the test website,Australia,4.4,3.2,4,3,4.6
Mixed Race,59,Yes,Male,Right,From another page on the test website,Australia,3.4,1.6,4.5,3.9,4.1
Caucasian (European),59,Yes,Female,Left,Other source,United States,3.3,4.1,4.2,4,4
Caucasian (European),59,Yes,Male,Right,Other source,United States,3.7,4,3.6,3,4.4
Caucasian (European),59,Yes,Female,Right,From Facebook,United States,3.7,2,4.4,4.5,5
Caucasian (European),59,Yes,Female,Right,From Facebook,United States,3.2,2.5,4,2.8,3.5
Caucasian (European),59,Yes,Female,Right,From Google,Canada,4.2,2.4,4.9,3.9,4.5
Caucasian (European),59,Yes,Female,Right,From Google,United States,4.8,1.1,5,4.4,5
Caucasian (European),59,Yes,Female,Right,From Google,United States,3.7,2.2,4.3,3.7,4.5
Caucasian (European),59,No,Male,Right,From Google,Sweden,4.4,2.3,4.5,3.4,4.6
Caucasian (European),59,Yes,Male,Right,From Google,United States,4.1,2.3,4.7,2.5,4.9
Caucasian (European),59,Yes,Male,Right,From Google,United States,3.9,1.4,4.4,3.8,4.2
Caucasian (European),59,Yes,Female,Left,From another page on the test website,United States,2.6,4.8,5,4.7,3.6
Caucasian (European),59,No,Female,Right,From another page on the test website,Italy,3.7,2.2,4.3,2.7,4.3
Caucasian (European),59,No,Female,Right,From another page on the test website,Italy,2.7,2.5,4.2,3.5,3.7
Caucasian (European),59,Yes,Female,Right,From another page on the test website,Australia,2.5,3.8,3.5,3.1,3.9
Caucasian (European),59,Yes,Female,Right,From another page on the test website,Canada,2.6,1.3,4.8,4.2,3.3
Caucasian (European),59,Yes,Female,Right,From another page on the test website,New Zealand,3.1,1.7,5,3.9,4.9
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,2.9,1.8,4.2,4,3.6
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,3.5,3.1,4,3.4,4.6
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,3.6,3.5,4,2.8,3.7
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,2.1,1.8,4.8,4.4,4.2
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,2.2,3.5,4.1,3.2,3.7
Caucasian (European),59,Yes,Female,Right,From another page on the test website,United States,3.5,3.4,4.9,4.2,4.3
Caucasian (European),59,Yes,Male,Left,From another page on the test website,United States,3.4,1.9,4.9,4.7,4
Caucasian (European),59,Yes,Male,Right,From another page on the test website,Ireland,3.4,1.6,4.4,3.6,4.5
Caucasian (European),59,Yes,Male,Right,From another page on the test website,Italy,4.6,2.7,4.5,3.1,4.9
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,3.5,3.1,3.7,2.5,4.7
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,4,1.5,2.6,3,4.6
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,2.5,4.1,4.2,2,3.7
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,1.7,1.9,4.1,4.7,4.6
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,2.6,3.5,4.3,3.8,4.2
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,1.4,2.1,4,4.7,4.6
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,1.3,4.5,3.7,3.9,3.2
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,2.8,3.1,2.6,3,3.7
Caucasian (European),59,Yes,Male,Right,From another page on the test website,United States,3.3,2.7,3.7,2.9,4.6
"Caucasian (North African, Other)",59,Yes,Female,Right,Other source,United States,3.7,1.6,4.8,4.5,4.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",59,Yes,Female,Right,From Google,United States,2.8,2.8,4.3,4.8,3.5
Other,59,Yes,Female,Right,From another page on the test website,United States,2.1,2.4,3,3.7,3.9
Mixed Race,60,Yes,Female,Left,Other source,United States,2.6,3,4.1,2.7,3
Mixed Race,60,Yes,Female,Right,From another page on the test website,United States,2.6,4.2,4.6,4.2,3.9
"Arctic (Siberian, Eskimo)",60,Yes,Female,Both,From another page on the test website,United States,4.2,1.7,4.7,2.9,5
Caucasian (European),60,Yes,Female,Left,Other source,United States,1.5,4.8,3.3,1,2.1
Caucasian (European),60,No,Female,Right,Other source,Sweden,3.8,3.4,3.9,3.8,4.2
Caucasian (European),60,Yes,Female,Right,Other source,United States,2.8,2.6,4.8,4.1,4
Caucasian (European),60,Yes,Female,Right,Other source,United States,3.2,1.3,4.5,3.8,4.5
